settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
8061,My_Stems.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8062,My_Stems.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8063,My_Stems.csv,20,12,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8064,My_Stems.csv,20,12,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8065,My_Stems.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8066,My_Stems.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8067,My_Stems.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8068,My_Stems.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8069,My_Stems.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8070,My_Stems.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8071,My_Stems.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8072,My_Stems.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8073,My_Stems.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8074,My_Stems.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8075,My_Stems.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8076,My_Stems.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8077,My_Stems.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8078,My_Stems.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8079,My_Stems.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8080,My_Stems.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8081,My_Stems.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8082,My_Stems.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8083,My_Stems.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8084,My_Stems.csv,20,12,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8085,My_Stems.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8086,My_Stems.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8087,My_Stems.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8088,My_Stems.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8089,My_Stems.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8090,My_Stems.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8091,My_Stems.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8092,My_Stems.csv,20,4,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8093,My_Stems.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8094,My_Stems.csv,20,12,2,3,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8095,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8096,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8097,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8098,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8099,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8100,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8101,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8102,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8103,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8104,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8105,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8106,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8107,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8108,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8109,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8110,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8111,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8112,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8113,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8114,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8115,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8116,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8117,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8118,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8119,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8120,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8121,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8122,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8123,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8124,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8125,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8126,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8127,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8128,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8129,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8130,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8131,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8132,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8133,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8134,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8135,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8136,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
